theta;f;class
62;0.96;muito perto
62;0.97;perto
62;0.98;muito perto
62;0.99;perto
63;0.5;longe
63;0.51;longe
63;0.52;longe
63;0.53;longe
63;0.54;longe
63;0.55;longe
63;0.56;longe
63;0.57;longe
63;0.58;longe
63;0.59;longe
63;0.6;longe
63;0.61;longe
63;0.62;longe
63;0.63;longe
63;0.64;longe
63;0.65;longe
63;0.66;longe
63;0.67;longe
63;0.68;longe
63;0.69;longe
63;0.7;longe
63;0.71;longe
63;0.72;longe
63;0.73;longe
63;0.74;longe
63;0.75;longe
63;0.76;longe
63;0.77;longe
63;0.78;longe
63;0.79;longe
63;0.8;longe
63;0.81;perto
63;0.82;perto
63;0.83;perto
63;0.84;perto
63;0.85;perto
63;0.86;perto
63;0.87;perto
63;0.88;muito perto
63;0.89;perto
63;0.9;longe
63;0.91;perto
63;0.92;perto
63;0.93;acertou
63;0.94;acertou
63;0.95;acertou
63;0.96;longe
63;0.97;perto
63;0.98;perto
63;0.99;muito perto
64;0.5;longe
64;0.51;longe
64;0.52;longe
64;0.53;longe
64;0.54;longe
64;0.55;longe
64;0.56;longe
64;0.57;longe
64;0.58;longe
64;0.59;longe
64;0.6;longe
64;0.61;longe
64;0.62;longe
64;0.63;longe
64;0.64;longe
64;0.65;longe
64;0.66;longe
64;0.67;longe
64;0.68;longe
64;0.69;longe
64;0.7;longe
64;0.71;longe
64;0.72;longe
64;0.73;longe
64;0.74;longe
64;0.75;longe
64;0.76;longe
64;0.77;longe
64;0.78;longe
64;0.79;longe
64;0.8;longe
64;0.81;longe
64;0.82;perto
64;0.83;perto
64;0.84;perto
64;0.85;perto
64;0.86;perto
64;0.87;perto
64;0.88;perto
64;0.89;muito perto
64;0.9;muito perto
64;0.91;perto
64;0.92;perto
64;0.93;muito perto
64;0.94;acertou
64;0.95;acertou
64;0.96;acertou
64;0.97;longe
64;0.98;perto
64;0.99;acertou
65;0.5;longe
65;0.51;longe
65;0.52;longe
65;0.53;longe
65;0.54;longe
65;0.55;longe
65;0.56;longe
65;0.57;longe
65;0.58;longe
65;0.59;longe
65;0.6;longe
65;0.61;longe
65;0.62;longe
65;0.63;longe
65;0.64;longe
65;0.65;longe
65;0.66;longe
65;0.67;longe
65;0.68;longe
65;0.69;longe
65;0.7;longe
65;0.71;longe
65;0.72;longe
65;0.73;longe
65;0.74;longe
65;0.75;longe
65;0.76;longe
65;0.77;longe
65;0.78;longe
65;0.79;longe
65;0.8;longe
65;0.81;longe
65;0.82;longe
65;0.83;perto
65;0.84;perto
65;0.85;perto
65;0.86;perto
65;0.87;perto
65;0.88;perto
65;0.89;perto
65;0.9;perto
65;0.91;muito perto
65;0.92;muito perto
65;0.93;longe
65;0.94;muito perto
65;0.95;acertou
65;0.96;acertou
65;0.97;acertou
65;0.98;acertou
65;0.99;longe
66;0.5;longe
66;0.51;longe
66;0.52;longe
66;0.53;longe
66;0.54;longe
66;0.55;longe
66;0.56;longe
66;0.57;longe
66;0.58;longe
66;0.59;longe
66;0.6;longe
66;0.61;longe
66;0.62;longe
66;0.63;longe
66;0.64;longe
66;0.65;longe
66;0.66;longe
66;0.67;longe
66;0.68;longe
66;0.69;longe
66;0.7;longe
66;0.71;longe
66;0.72;longe
66;0.73;longe
66;0.74;longe
66;0.75;longe
66;0.76;longe
66;0.77;longe
66;0.78;longe
66;0.79;longe
66;0.8;longe
66;0.81;longe
66;0.82;longe
66;0.83;longe
66;0.84;longe
66;0.85;perto
66;0.86;perto
66;0.87;perto
66;0.88;perto
66;0.89;perto
66;0.9;perto
66;0.91;perto
66;0.92;muito perto
66;0.93;muito perto
66;0.94;longe
66;0.95;perto
66;0.96;acertou
66;0.97;acertou
66;0.98;acertou
66;0.99;acertou
67;0.5;longe
67;0.51;longe
67;0.52;longe
67;0.53;longe
67;0.54;longe
67;0.55;longe
67;0.56;longe
67;0.57;longe
67;0.58;longe
67;0.59;longe
67;0.6;longe
67;0.61;longe
67;0.62;longe
67;0.63;longe
67;0.64;longe
67;0.65;longe
67;0.66;longe
67;0.67;longe
67;0.68;longe
67;0.69;longe
67;0.7;longe
67;0.71;longe
67;0.72;longe
67;0.73;longe
67;0.74;longe
67;0.75;longe
67;0.76;longe
67;0.77;longe
67;0.78;longe
67;0.79;longe
67;0.8;longe
67;0.81;longe
67;0.82;longe
67;0.83;longe
67;0.84;longe
67;0.85;longe
67;0.86;perto
67;0.87;perto
67;0.88;perto
67;0.89;perto
67;0.9;perto
67;0.91;perto
67;0.92;perto
67;0.93;muito perto
67;0.94;muito perto
67;0.95;muito perto
67;0.96;longe
67;0.97;acertou
67;0.98;acertou
67;0.99;acertou
68;0.5;longe
68;0.51;longe
68;0.52;longe
68;0.53;longe
68;0.54;longe
68;0.55;longe
68;0.56;longe
68;0.57;longe
68;0.58;longe
68;0.59;longe
68;0.6;longe
68;0.61;longe
68;0.62;longe
68;0.63;longe
68;0.64;longe
68;0.65;longe
68;0.66;longe
68;0.67;longe
68;0.68;longe
68;0.69;longe
68;0.7;longe
68;0.71;longe
68;0.72;longe
68;0.73;longe
68;0.74;longe
68;0.75;longe
68;0.76;longe
68;0.77;longe
68;0.78;longe
68;0.79;longe
68;0.8;longe
68;0.81;longe
68;0.82;longe
68;0.83;longe
68;0.84;longe
68;0.85;longe
68;0.86;longe
68;0.87;longe
68;0.88;perto
68;0.89;perto
68;0.9;perto
68;0.91;perto
68;0.92;perto
68;0.93;perto
68;0.94;perto
68;0.95;muito perto
68;0.96;muito perto
68;0.97;longe
68;0.98;perto
68;0.99;acertou
69;0.5;longe
69;0.51;longe
69;0.52;longe
69;0.53;longe
69;0.54;longe
69;0.55;longe
69;0.56;longe
69;0.57;longe
69;0.58;longe
69;0.59;longe
69;0.6;longe
69;0.61;longe
69;0.62;longe
69;0.63;longe
69;0.64;longe
69;0.65;longe
69;0.66;longe
69;0.67;longe
69;0.68;longe
69;0.69;longe
69;0.7;longe
69;0.71;longe
69;0.72;longe
69;0.73;longe
69;0.74;longe
69;0.75;longe
69;0.76;longe
69;0.77;longe
69;0.78;longe
69;0.79;longe
69;0.8;longe
69;0.81;longe
69;0.82;longe
69;0.83;longe
69;0.84;longe
69;0.85;longe
69;0.86;longe
69;0.87;longe
69;0.88;longe
69;0.89;perto
69;0.9;perto
69;0.91;perto
69;0.92;perto
69;0.93;perto
69;0.94;perto
69;0.95;perto
69;0.96;perto
69;0.97;muito perto
69;0.98;muito perto
69;0.99;longe
70;0.5;longe
70;0.51;longe
70;0.52;longe
70;0.53;longe
70;0.54;longe
70;0.55;longe
70;0.56;longe
70;0.57;longe
70;0.58;longe
70;0.59;longe
70;0.6;longe
70;0.61;longe
70;0.62;longe
70;0.63;longe
70;0.64;longe
70;0.65;longe
70;0.66;longe
70;0.67;longe
70;0.68;longe
70;0.69;longe
70;0.7;longe
70;0.71;longe
70;0.72;longe
70;0.73;longe
70;0.74;longe
70;0.75;longe
70;0.76;longe
70;0.77;longe
70;0.78;longe
70;0.79;longe
70;0.8;longe
70;0.81;longe
70;0.82;longe
70;0.83;longe
70;0.84;longe
70;0.85;longe
70;0.86;longe
70;0.87;longe
70;0.88;longe
70;0.89;longe
70;0.9;longe
70;0.91;perto
70;0.92;perto
70;0.93;perto
70;0.94;perto
70;0.95;perto
70;0.96;perto
70;0.97;perto
70;0.98;muito perto
70;0.99;muito perto
71;0.5;longe
71;0.51;longe
71;0.52;longe
71;0.53;longe
71;0.54;longe
71;0.55;longe
71;0.56;longe
71;0.57;longe
71;0.58;longe
71;0.59;longe
71;0.6;longe
71;0.61;longe
71;0.62;longe
71;0.63;longe
71;0.64;longe
71;0.65;longe
71;0.66;longe
71;0.67;longe
71;0.68;longe
71;0.69;longe
71;0.7;longe
71;0.71;longe
71;0.72;longe
71;0.73;longe
71;0.74;longe
71;0.75;longe
71;0.76;longe
71;0.77;longe
71;0.78;longe
71;0.79;longe
71;0.8;longe
71;0.81;longe
71;0.82;longe
71;0.83;longe
71;0.84;longe
71;0.85;longe
71;0.86;longe
71;0.87;longe
71;0.88;longe
71;0.89;longe
71;0.9;longe
71;0.91;longe
71;0.92;longe
71;0.93;perto
71;0.94;perto
71;0.95;perto
71;0.96;perto
71;0.97;perto
71;0.98;perto
71;0.99;perto
72;0.5;longe
72;0.51;longe
72;0.52;longe
72;0.53;longe
72;0.54;longe
72;0.55;longe
72;0.56;longe
72;0.57;longe
72;0.58;longe
72;0.59;longe
72;0.6;longe
72;0.61;longe
72;0.62;longe
72;0.63;longe
72;0.64;longe
72;0.65;longe
72;0.66;longe
72;0.67;longe
72;0.68;longe
72;0.69;longe
72;0.7;longe
72;0.71;longe
72;0.72;longe
72;0.73;longe
72;0.74;longe
72;0.75;longe
72;0.76;longe
72;0.77;longe
72;0.78;longe
72;0.79;longe
72;0.8;longe
72;0.81;longe
72;0.82;longe
72;0.83;longe
72;0.84;longe
72;0.85;longe
72;0.86;longe
72;0.87;longe
72;0.88;longe
72;0.89;longe
72;0.9;longe
72;0.91;longe
72;0.92;longe
72;0.93;longe
72;0.94;longe
72;0.95;perto
72;0.96;perto
72;0.97;perto
72;0.98;perto
72;0.99;perto
73;0.5;longe
73;0.51;longe
73;0.52;longe
73;0.53;longe
73;0.54;longe
73;0.55;longe
73;0.56;longe
73;0.57;longe
73;0.58;longe
73;0.59;longe
73;0.6;longe
73;0.61;longe
73;0.62;longe
73;0.63;longe
73;0.64;longe
73;0.65;longe
73;0.66;longe
73;0.67;longe
73;0.68;longe
73;0.69;longe
73;0.7;longe
73;0.71;longe
73;0.72;longe
73;0.73;longe
73;0.74;longe
73;0.75;longe
73;0.76;longe
73;0.77;longe
73;0.78;longe
73;0.79;longe
73;0.8;longe
73;0.81;longe
73;0.82;longe
73;0.83;longe
73;0.84;longe
73;0.85;longe
73;0.86;longe
73;0.87;longe
73;0.88;longe
73;0.89;longe
73;0.9;longe
73;0.91;longe
73;0.92;longe
73;0.93;longe
73;0.94;longe
73;0.95;longe
73;0.96;longe
73;0.97;perto
73;0.98;perto
73;0.99;perto
74;0.5;longe
74;0.51;longe
74;0.52;longe
74;0.53;longe
74;0.54;longe
74;0.55;longe
74;0.56;longe
74;0.57;longe
74;0.58;longe
74;0.59;longe
74;0.6;longe
74;0.61;longe
74;0.62;longe
74;0.63;longe
74;0.64;longe
74;0.65;longe
74;0.66;longe
74;0.67;longe
74;0.68;longe
74;0.69;longe
74;0.7;longe
74;0.71;longe
74;0.72;longe
74;0.73;longe
74;0.74;longe
74;0.75;longe
74;0.76;longe
74;0.77;longe
74;0.78;longe
74;0.79;longe
74;0.8;longe
74;0.81;longe
74;0.82;longe
74;0.83;longe
74;0.84;longe
74;0.85;longe
74;0.86;longe
74;0.87;longe
74;0.88;longe
74;0.89;longe
74;0.9;longe
74;0.91;longe
74;0.92;longe
74;0.93;longe
74;0.94;longe
74;0.95;longe
74;0.96;longe
74;0.97;longe
74;0.98;longe
74;0.99;longe
75;0.5;longe
75;0.51;longe
75;0.52;longe
75;0.53;longe
75;0.54;longe
75;0.55;longe
75;0.56;longe
75;0.57;longe
75;0.58;longe
75;0.59;longe
75;0.6;longe
75;0.61;longe
75;0.62;longe
75;0.63;longe
75;0.64;longe
75;0.65;longe
75;0.66;longe
75;0.67;longe
75;0.68;longe
75;0.69;longe
75;0.7;longe
75;0.71;longe
75;0.72;longe
75;0.73;longe
75;0.74;longe
75;0.75;longe
75;0.76;longe
75;0.77;longe
75;0.78;longe
75;0.79;longe
75;0.8;longe
75;0.81;longe
75;0.82;longe
75;0.83;longe
75;0.84;longe
75;0.85;longe
75;0.86;longe
75;0.87;longe
75;0.88;longe
75;0.89;longe
75;0.9;longe
75;0.91;longe
75;0.92;longe
75;0.93;longe
75;0.94;longe
75;0.95;longe
75;0.96;longe
75;0.97;longe
75;0.98;longe
75;0.99;longe
76;0.5;longe
76;0.51;longe
76;0.52;longe
76;0.53;longe
76;0.54;longe
76;0.55;longe
76;0.56;longe
76;0.57;longe
76;0.58;longe
76;0.59;longe
76;0.6;longe
76;0.61;longe
76;0.62;longe
76;0.63;longe
76;0.64;longe
76;0.65;longe
76;0.66;longe
76;0.67;longe
76;0.68;longe
76;0.69;longe
76;0.7;longe
76;0.71;longe
76;0.72;longe
76;0.73;longe
76;0.74;longe
76;0.75;longe
76;0.76;longe
76;0.77;longe
76;0.78;longe
76;0.79;longe
76;0.8;longe
76;0.81;longe
76;0.82;longe
76;0.83;longe
76;0.84;longe
76;0.85;longe
76;0.86;longe
76;0.87;longe
76;0.88;longe
76;0.89;longe
76;0.9;longe
76;0.91;longe
76;0.92;longe
76;0.93;longe
76;0.94;longe
76;0.95;longe
76;0.96;longe
76;0.97;longe
76;0.98;longe
76;0.99;longe
77;0.5;longe
77;0.51;longe
77;0.52;longe
77;0.53;longe
77;0.54;longe
77;0.55;longe
77;0.56;longe
77;0.57;longe
77;0.58;longe
77;0.59;longe
77;0.6;longe
77;0.61;longe
77;0.62;longe
77;0.63;longe
77;0.64;longe
77;0.65;longe
77;0.66;longe
77;0.67;longe
77;0.68;longe
77;0.69;longe
77;0.7;longe
77;0.71;longe
77;0.72;longe
77;0.73;longe
77;0.74;longe
77;0.75;longe
77;0.76;longe
77;0.77;longe
77;0.78;longe
77;0.79;longe
77;0.8;longe
77;0.81;longe
77;0.82;longe
77;0.83;longe
77;0.84;longe
77;0.85;longe
77;0.86;longe
77;0.87;longe
77;0.88;longe
77;0.89;longe
77;0.9;longe
77;0.91;longe
77;0.92;longe
77;0.93;longe
77;0.94;longe
77;0.95;longe
77;0.96;longe
77;0.97;longe
77;0.98;longe
77;0.99;longe
78;0.5;longe
78;0.51;longe
78;0.52;longe
78;0.53;longe
78;0.54;longe
78;0.55;longe
78;0.56;longe
78;0.57;longe
78;0.58;longe
78;0.59;longe
78;0.6;longe
78;0.61;longe
78;0.62;longe
78;0.63;longe
78;0.64;longe
78;0.65;longe
78;0.66;longe
78;0.67;longe
78;0.68;longe
78;0.69;longe
78;0.7;longe
78;0.71;longe
78;0.72;longe
78;0.73;longe
78;0.74;longe
78;0.75;longe
78;0.76;longe
78;0.77;longe
78;0.78;longe
78;0.79;longe
78;0.8;longe
78;0.81;longe
78;0.82;longe
78;0.83;longe
78;0.84;longe
78;0.85;longe
78;0.86;longe
78;0.87;longe
78;0.88;longe
78;0.89;longe
78;0.9;longe
78;0.91;longe
78;0.92;longe
78;0.93;longe
78;0.94;longe
78;0.95;longe
78;0.96;longe
78;0.97;longe
78;0.98;longe
78;0.99;longe
79;0.5;longe
79;0.51;longe
79;0.52;longe
79;0.53;longe
79;0.54;longe
79;0.55;longe
79;0.56;longe
79;0.57;longe
79;0.58;longe
79;0.59;longe
79;0.6;longe
79;0.61;longe
79;0.62;longe
79;0.63;longe
79;0.64;longe
79;0.65;longe
79;0.66;longe
79;0.67;longe
79;0.68;longe
79;0.69;longe
79;0.7;longe
79;0.71;longe
79;0.72;longe
79;0.73;longe
79;0.74;longe
79;0.75;longe
79;0.76;longe
79;0.77;longe
79;0.78;longe
79;0.79;longe
79;0.8;longe
79;0.81;longe
79;0.82;longe
79;0.83;longe
79;0.84;longe
79;0.85;longe
79;0.86;longe
79;0.87;longe
79;0.88;longe
79;0.89;longe
79;0.9;longe
79;0.91;longe
79;0.92;longe
79;0.93;longe
79;0.94;longe
79;0.95;longe
79;0.96;longe
79;0.97;longe
79;0.98;longe
79;0.99;longe
80;0.5;longe
80;0.51;longe
80;0.52;longe
80;0.53;longe
80;0.54;longe
80;0.55;longe
80;0.56;longe
80;0.57;longe
80;0.58;longe
80;0.59;longe
80;0.6;longe
80;0.61;longe
80;0.62;longe
80;0.63;longe
80;0.64;longe
80;0.65;longe
80;0.66;longe
80;0.67;longe
80;0.68;longe
80;0.69;longe
80;0.7;longe
80;0.71;longe
80;0.72;longe
80;0.73;longe
80;0.74;longe
80;0.75;longe
80;0.76;longe
80;0.77;longe
80;0.78;longe
80;0.79;longe
80;0.8;longe
80;0.81;longe
80;0.82;longe
80;0.83;longe
80;0.84;longe
80;0.85;longe
80;0.86;longe
80;0.87;longe
80;0.88;longe
80;0.89;longe
80;0.9;longe
80;0.91;longe
80;0.92;longe
80;0.93;longe
80;0.94;longe
80;0.95;longe
80;0.96;longe
80;0.97;longe
80;0.98;longe
80;0.99;longe
81;0.5;longe
81;0.51;longe
81;0.52;longe
81;0.53;longe
81;0.54;longe
81;0.55;longe
81;0.56;longe
81;0.57;longe
81;0.58;longe
81;0.59;longe
81;0.6;longe
81;0.61;longe
81;0.62;longe
81;0.63;longe
81;0.64;longe
81;0.65;longe
81;0.66;longe
81;0.67;longe
81;0.68;longe
81;0.69;longe
81;0.7;longe
81;0.71;longe
81;0.72;longe
81;0.73;longe
81;0.74;longe
81;0.75;longe
81;0.76;longe
81;0.77;longe
81;0.78;longe
81;0.79;longe
81;0.8;longe
81;0.81;longe
81;0.82;longe
81;0.83;longe
81;0.84;longe
81;0.85;longe
81;0.86;longe
81;0.87;longe
81;0.88;longe
81;0.89;longe
81;0.9;longe
81;0.91;longe
81;0.92;longe
81;0.93;longe
81;0.94;longe
81;0.95;longe
81;0.96;longe
81;0.97;longe
81;0.98;longe
81;0.99;longe
82;0.5;longe
82;0.51;longe
82;0.52;longe
82;0.53;longe
82;0.54;longe
82;0.55;longe
82;0.56;longe
82;0.57;longe
82;0.58;longe
82;0.59;longe
82;0.6;longe
82;0.61;longe
82;0.62;longe
82;0.63;longe
82;0.64;longe
82;0.65;longe
82;0.66;longe
82;0.67;longe
82;0.68;longe
82;0.69;longe
82;0.7;longe
82;0.71;longe
82;0.72;longe
82;0.73;longe
82;0.74;longe
82;0.75;longe
82;0.76;longe
82;0.77;longe
82;0.78;longe
82;0.79;longe
82;0.8;longe
82;0.81;longe
82;0.82;longe
82;0.83;longe
82;0.84;longe
82;0.85;longe
82;0.86;longe
82;0.87;longe
82;0.88;longe
82;0.89;longe
82;0.9;longe
82;0.91;longe
82;0.92;longe
82;0.93;longe
82;0.94;longe
82;0.95;longe
82;0.96;longe
82;0.97;longe
82;0.98;longe
82;0.99;longe
83;0.5;longe
83;0.51;longe
83;0.52;longe
83;0.53;longe
83;0.54;longe
83;0.55;longe
83;0.56;longe
83;0.57;longe
83;0.58;longe
83;0.59;longe
83;0.6;longe
83;0.61;longe
83;0.62;longe
83;0.63;longe
83;0.64;longe
83;0.65;longe
83;0.66;longe
83;0.67;longe
83;0.68;longe
83;0.69;longe
83;0.7;longe
83;0.71;longe
83;0.72;longe
83;0.73;longe
83;0.74;longe
83;0.75;longe
83;0.76;longe
83;0.77;longe
83;0.78;longe
83;0.79;longe
83;0.8;longe
83;0.81;longe
83;0.82;longe
83;0.83;longe
83;0.84;longe
83;0.85;longe
83;0.86;longe
83;0.87;longe
83;0.88;longe
83;0.89;longe
83;0.9;longe
83;0.91;longe
83;0.92;longe
83;0.93;longe
83;0.94;longe
83;0.95;longe
83;0.96;longe
83;0.97;longe
83;0.98;longe
83;0.99;longe
84;0.5;longe
84;0.51;longe
84;0.52;longe
84;0.53;longe
84;0.54;longe
84;0.55;longe
84;0.56;longe
84;0.57;longe
84;0.58;longe
84;0.59;longe
84;0.6;longe
84;0.61;longe
84;0.62;longe
84;0.63;longe
84;0.64;longe
84;0.65;longe
84;0.66;longe
84;0.67;longe
84;0.68;longe
84;0.69;longe
84;0.7;longe
84;0.71;longe
84;0.72;longe
84;0.73;longe
84;0.74;longe
84;0.75;longe
84;0.76;longe
84;0.77;longe
84;0.78;longe
84;0.79;longe
84;0.8;longe
84;0.81;longe
84;0.82;longe
84;0.83;longe
84;0.84;longe
84;0.85;longe
84;0.86;longe
84;0.87;longe
84;0.88;longe
84;0.89;longe
84;0.9;longe
84;0.91;longe
84;0.92;longe
84;0.93;longe
84;0.94;longe
84;0.95;longe
84;0.96;longe
84;0.97;longe
84;0.98;longe
84;0.99;longe
85;0.5;longe
85;0.51;longe
85;0.52;longe
85;0.53;longe
85;0.54;longe
85;0.55;longe
85;0.56;longe
85;0.57;longe
85;0.58;longe
85;0.59;longe
85;0.6;longe
85;0.61;longe
85;0.62;longe
85;0.63;longe
85;0.64;longe
85;0.65;longe
85;0.66;longe
85;0.67;longe
85;0.68;longe
85;0.69;longe
85;0.7;longe
85;0.71;longe
85;0.72;longe
85;0.73;longe
85;0.74;longe
85;0.75;longe
85;0.76;longe
85;0.77;longe
85;0.78;longe
85;0.79;longe
85;0.8;longe
85;0.81;longe
85;0.82;longe
85;0.83;longe
85;0.84;longe
85;0.85;longe
85;0.86;longe
85;0.87;longe
85;0.88;longe
85;0.89;longe
85;0.9;longe
85;0.91;longe
85;0.92;longe
85;0.93;longe
85;0.94;longe
85;0.95;longe
85;0.96;longe
85;0.97;longe
85;0.98;longe
85;0.99;longe
86;0.5;longe
86;0.51;longe
86;0.52;longe
86;0.53;longe
86;0.54;longe
86;0.55;longe
86;0.56;longe
86;0.57;longe
86;0.58;longe
86;0.59;longe
86;0.6;longe
86;0.61;longe
86;0.62;longe
86;0.63;longe
86;0.64;longe
86;0.65;longe
86;0.66;longe
86;0.67;longe
86;0.68;longe
86;0.69;longe
86;0.7;longe
86;0.71;longe
86;0.72;longe
86;0.73;longe
86;0.74;longe
86;0.75;longe
86;0.76;longe
86;0.77;longe
86;0.78;longe
86;0.79;longe
86;0.8;longe
86;0.81;longe
86;0.82;longe
86;0.83;longe
86;0.84;longe
86;0.85;longe
86;0.86;longe
86;0.87;longe
86;0.88;longe
86;0.89;longe
86;0.9;longe
86;0.91;longe
86;0.92;longe
86;0.93;longe
86;0.94;longe
86;0.95;longe
86;0.96;longe
86;0.97;longe
86;0.98;longe
86;0.99;longe
87;0.5;longe
87;0.51;longe
87;0.52;longe
87;0.53;longe
87;0.54;longe
87;0.55;longe
87;0.56;longe
87;0.57;longe
87;0.58;longe
87;0.59;longe
87;0.6;longe
87;0.61;longe
87;0.62;longe
87;0.63;longe
87;0.64;longe
87;0.65;longe
87;0.66;longe
87;0.67;longe
87;0.68;longe
87;0.69;longe
87;0.7;longe
87;0.71;longe
87;0.72;longe
87;0.73;longe
87;0.74;longe
87;0.75;longe
87;0.76;longe
87;0.77;longe
87;0.78;longe
87;0.79;longe
87;0.8;longe
87;0.81;longe
87;0.82;longe
87;0.83;longe
87;0.84;longe
87;0.85;longe
87;0.86;longe
87;0.87;longe
87;0.88;longe
87;0.89;longe
87;0.9;longe
87;0.91;longe
87;0.92;longe
87;0.93;longe
87;0.94;longe
87;0.95;longe
87;0.96;longe
87;0.97;longe
87;0.98;longe
87;0.99;longe
88;0.5;longe
88;0.51;longe
88;0.52;longe
88;0.53;longe
88;0.54;longe
88;0.55;longe
88;0.56;longe
88;0.57;longe
88;0.58;longe
88;0.59;longe
88;0.6;longe
88;0.61;longe
88;0.62;longe
88;0.63;longe
88;0.64;longe
88;0.65;longe
88;0.66;longe
88;0.67;longe
88;0.68;longe
88;0.69;longe
88;0.7;longe
88;0.71;longe
88;0.72;longe
88;0.73;longe
88;0.74;longe
88;0.75;longe
88;0.76;longe
88;0.77;longe
88;0.78;longe
88;0.79;longe
88;0.8;longe
88;0.81;longe
88;0.82;longe
88;0.83;longe
88;0.84;longe
88;0.85;longe
88;0.86;longe
88;0.87;longe
88;0.88;longe
88;0.89;longe
88;0.9;longe
88;0.91;longe
88;0.92;longe
88;0.93;longe
88;0.94;longe
88;0.95;longe
88;0.96;longe
88;0.97;longe
88;0.98;longe
88;0.99;longe
89;0.5;longe
89;0.51;longe
89;0.52;longe
89;0.53;longe
89;0.54;longe
89;0.55;longe
89;0.56;longe
89;0.57;longe
89;0.58;longe
89;0.59;longe
89;0.6;longe
89;0.61;longe
89;0.62;longe
89;0.63;longe
89;0.64;longe
89;0.65;longe
89;0.66;longe
89;0.67;longe
89;0.68;longe
89;0.69;longe
89;0.7;longe
89;0.71;longe
89;0.72;longe
89;0.73;longe
89;0.74;longe
89;0.75;longe
89;0.76;longe
89;0.77;longe
89;0.78;longe
89;0.79;longe
89;0.8;longe
89;0.81;longe
89;0.82;longe
89;0.83;longe
89;0.84;longe
89;0.85;longe
89;0.86;longe
89;0.87;longe
89;0.88;longe
89;0.89;longe
89;0.9;longe
89;0.91;longe
89;0.92;longe
89;0.93;longe
89;0.94;longe
89;0.95;longe
89;0.96;longe
89;0.97;longe
89;0.98;longe
89;0.99;longe
